Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
Waiting On The Sky To Change,STARSET,Waiting On The Sky To Change,Everything Green,Playlist,QM6N22291801,5qMSuD0mfQVQSA0CjifBi0
Metalingus,Alter Bridge,One Day Remains,Everything Green,Playlist,USWU30400101,3UULkHdmLDqBDPmBYltoRE
The Antidote,Story Of The Year,The Black Swan,Everything Green,Playlist,USEP40730103,7yGhfjsppOXSLcoSwcJ1yT
The Heart from Your Hate,Trivium,The Sin and the Sentence,Everything Green,Playlist,NLA321700256,5yDJpu0xh0d1w13gXaE3lS
Scars That I'm Hiding,From Ashes to New,Scars That I'm Hiding,Catchy But Careful,Playlist,USDPK2000122,55kdMY5jMiMzuNai2ablde
When Legends Rise,Godsmack,When Legends Rise,Everything Green,Playlist,QMRSZ1703236,7ky7RfqSDqnCTK7YPPlIYQ
Another Life,Motionless In White,Disguise,Sentimental Zone,Playlist,NLA321900085,0YZEYxd1oiqZRFhnnmTKKi
The Reckoning,Within Temptation,The Reckoning,Everything Green,Playlist,NLR261800010,4GSjFSK1SM78wPTVbsSB0S
Crossfire,Otherwise,Defy,Sentimental Zone,Playlist,NLB931903003,1e0AQPT1PJSM15eeVBOIET
Are You Ready,Disturbed,Evolution,Everything Green,Playlist,USRE11800534,4zvqMZ6g4wKZaPpOQvoBpP
Danger Line,Avenged Sevenfold,Nightmare,Sentimental Zone,Playlist,USWB11001433,5mbXd14GteojYPpciTLYDk
Unbroken,Ashes Remain,What I've Become,Sentimental Zone,Playlist,USM2C1100706,5jYuXlJIkzjs34aYX7U92I
Buried Alive,Avenged Sevenfold,Nightmare,Catchy But Careful,Playlist,USWB11001434,4veeNpXDK1YRHMTJ1Cppsg
Soldiers,Otherwise,Soldiers,Everything Green,Playlist,TCABA1104123,1iWgFnhR0oW5Mup8yXDAPW
Broken Glass,Three Days Grace,Transit Of Venus,Catchy But Careful,Playlist,USRC11200920,6rpAJECCjVZG3cNt7o9xBv
By the Way,Theory of a Deadman,Scars & Souvenirs,Everything Green,Playlist,NLA320786459,0QtGlWZLGyN7W9HzmwESza
Comfortable Liar,Chevelle,Wonder What's Next (Expanded Edition),Catchy But Careful,Playlist,USSM10201528,412LyfktkgWKEn8kmKiyQe
Glass House,Red,Release The Panic,Everything Green,Playlist,USA5W1200399,2HX1UD4budkrQ3w5yBv65f
Boulevard of Broken Dreams,Green Day,Boulevard of Broken Dreams,Sentimental Zone,Playlist,USRE10401426,1hwJKpe0BPUsq6UUrwBWTw
A Little Piece of Heaven,Avenged Sevenfold,Avenged Sevenfold,Banned Bangers,Playlist,USWB10704000,5HxiBWZ0bQRlUkdwSv1eNU
The Red,Chevelle,Wonder What's Next (Expanded Edition),Catchy But Careful,Playlist,USSM10201531,1gyee1JuFFiP476LQpRMYU
Vitamin R (Leading Us Along),Chevelle,This Type Of Thinking (Could Do Us In),Catchy But Careful,Playlist,USSM10410125,04NGX0b5Tgs7VsErfn5OA1
Jars,Chevelle,Sci-Fi Crimes,Everything Green,Playlist,USSM10903699,0CD1Hybzpwc9Av6iRI2xjr
That Day,Nonpoint,Nonpoint,Catchy But Careful,Playlist,USRZR1233408,7nobjDCjkn6Y8UDQFt2mga
Afterlife,Avenged Sevenfold,Avenged Sevenfold,Everything Green,Playlist,USWB10703995,4QdwsME04RG25KPHcPYoox
Overburdened,Disturbed,Ten Thousand Fists,Catchy But Careful,Playlist,USRE10501018,71qQhkbrt4gVbovwbzHLpE
No More,Disturbed,Evolution,Catchy But Careful,Playlist,USRE11800600,0IdNBZt0O8R9qBgezYFGOi
Flow,Smash Into Pieces,Flow,Everything Green,Playlist,QM6P42375730,2NB6ACcaEct5ha069bXw7P
The Night,Disturbed,Indestructible (Deluxe Edition),Everything Green,Playlist,USRE10800129,4pADXqX5x76fDS8RmyvgwO
Judas Convention,Light The Torch,Revival,Catchy But Careful,Playlist,DED831701854,4tBkMu89xGjwjiBtv00YDM
Knives and Pens,Black Veil Brides,We Stitch These Wounds,Catchy But Careful,Playlist,USQZ31002606,2ZhswJTKMkNNTAjrTmPhOJ
Breakdown,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Sentimental Zone,Playlist,USWU30700133,0Q9f1NBvKCC37V4oJVEgCh
Walk Away From The Sun,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Catchy But Careful,Playlist,USWU30700139,3mNJnrphRRXNC7pl6Iaf2x
Black Hole,We Came As Romans,Black Hole,Sentimental Zone,Playlist,DED832100581,4Y7eqYTpV7fQxpYj1isN2F
Circle The Drain,Wage War,Circle The Drain (Stripped),Sentimental Zone,Playlist,US5262124224,27FBxJG8ab9EZMX5xCN8S5
Happy?,Mudvayne,Lost and Found,Catchy But Careful,Playlist,USSM10500054,2HnZaNGc1xq5rEeuUrsdTA
Falling Apart,Papa Roach,F.E.A.R.,Sentimental Zone,Playlist,USDPK1400253,2bz1WTXLHaFffolrF4GCml
Unbreakable,Kingdom Collapse,Unbreakable,Everything Green,Playlist,TCAFO2188887,0UKIP5PzRX6WY0rURFxxqQ
Survivor,Scott Stapp,The Space Between the Shadows,Everything Green,Playlist,ATN261986305,7KIcB8DLf6lygeroA4nYMR
Letting You Go,Bullet For My Valentine,Gravity (Deluxe Edition),Everything Green,Playlist,GBUM71800992,4h7Sc2UWOxz07UmQ60kQNQ
Why Am I Like This?,The Word Alive,Violent Noise,Catchy But Careful,Playlist,US5261822820,1wZy1qIk3qPVv33I9bALi6
Drop Dead Cynical,Amaranthe,MASSIVE ADDICTIVE,Everything Green,Playlist,FIUM71400483,3X1usZ9bRwbyEjAnkLAJWO
