Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
Schism,TOOL,Lateralus,Everything Green,Playlist,USVR10100013,55mJleti2WfWEFNFcBduhc
Bleed,Smash Into Pieces,Ghost Code,Everything Green,Playlist,QM4TW2476061,64kKpAiWj68U3IkBxDAKY8
Hypnotize,System Of A Down,Hypnotize,Everything Green,Playlist,USSM10505330,6oO7WMjD6kEvCITLbVj0mu
Invaders Must Die,The Prodigy,Invaders Must Die,Catchy But Careful,Playlist,GBCEJ0800386,1j6lrR4BzRGKwvAPfrIcbf
Never Let Me Down Again,Depeche Mode,The Singles 86-98,Banned Bangers,Playlist,GBAJH9800141,3QqONU0GW4byIClquChyf0
Always,Killswitch Engage,Disarm the Descent (Special Edition),Sentimental Zone,Playlist,NLA321392567,0fE5kL2rRlaSQ86OvZG1NX
Already Gone,Crossfade,Falling Away,Sentimental Zone,Playlist,USSM10603446,7uiLbz4HbJBnY3KbswCMPE
Tell Me Why,Three Days Grace,Human,Catchy But Careful,Playlist,USRC11500213,0YFA0boMX3HBAZS1QfHKRR
A View from the Top of the World,Dream Theater,A View From The Top Of The World,Everything Green,Playlist,GBDHC2124907,29C7AhtLFeQY7RjJmyyW0v
I Get It,Chevelle,Vena Sera,Catchy But Careful,Playlist,USSM10700086,3K8hcmiEnCiVFqqHoMMz4q
Sleep Apnea,Chevelle,Sci-Fi Crimes,Sentimental Zone,Playlist,USSM10904096,2CPlXiQmnvuinubDFgAeTU
Hell,Disturbed,The Lost Children,Catchy But Careful,Playlist,USRE10501061,1RIn8LBQzinLEraFtUcpZP
Not Strong Enough,Apocalyptica,7th Symphony,Catchy But Careful,Playlist,DEE861000215,6BD9XMxKnjL6dCJbxXAPUa
Starless,Crossfade,Crossfade,Banned Bangers,Playlist,USSM10400170,0JPlgRBDGRteFR8G4FeCG5
This Means War,Avenged Sevenfold,Hail to the King,Catchy But Careful,Playlist,USWB11302492,2NImo2MajNai4CLk35wMut
Reaching Out,Smash Into Pieces,The Apocalypse DJ,Everything Green,Playlist,SEVWR1401307,5pX7rp83P3FoUCzxQlnHTF
Killing Me Inside,Crossfade,We All Bleed,Catchy But Careful,Playlist,USDPK1077202,0YSjSMLVMbeyvNvgGpThVg
Open Up Your Eyes,Crossfade,We All Bleed,Sentimental Zone,Playlist,USDPK1077209,4zb1m8VAU5NOvC3j9jYrtf
Jenny,NOTHING MORE,Nothing More,Sentimental Zone,Playlist,USDPK1400165,2CASGo9Wmd6Dxrq3ygnRjf
Hanging Upside Down,Lime Cordiale,Hanging Upside Down,Catchy But Careful,Playlist,AU5E31500001,37Kj037Is4AcOvj3vwzN7Z
Prove You Wrong,Crossfade,We All Bleed,Sentimental Zone,Playlist,USDPK1077203,3dv2Xe5NHtWiXhIq7HRRe0
Gangsters Paradise,Like A Storm,Awaken the Fire,Catchy But Careful,Playlist,US4E41417310,6xPD22JavtFYbyHl2AMVsn
Devastate,Saint Asonia,Extrovert,Catchy But Careful,Playlist,GBUM72205699,7vxqsIF0X2BrYKazuIWzoh
Soldier Side,System Of A Down,Hypnotize,Catchy But Careful,Playlist,USSM10505341,1ez4uWPnJwYufNhYTLVsJr
Scarlet Cross,Black Veil Brides,The Phantom Tomorrow,Sentimental Zone,Playlist,USYFZ2043501,098MjOfQMOjxqKkoewErxV
Hero,Skillet,Awake (Deluxe Edition),Everything Green,Playlist,USAT20901852,3l4Bi7uo88xgoaPdgWjJx2
Just A Little Bit,Adelitas Way,Adelitas Way,Catchy But Careful,Playlist,USVI20900214,0QVFZAGDODfAKRUzgcloU3
Take the Bullets Away (feat. Lacey Sturm),We As Human,We As Human,Everything Green,Playlist,USAT21301296,1FgFXxPsmUmiJMoJNi8idR
Outcome,Dead by April,The Affliction,Catchy But Careful,Playlist,QMFMG2371500,54Mdl7oXai0VZ3usuCxIPb
I'LL BE GONE,Linkin Park,LIVING THINGS,Sentimental Zone,Playlist,USWB11200794,3cQGb2POE359G9WH81bF60
Blinded by the Lights,Lightscape,"For Present, for Past",Sentimental Zone,Playlist,UKE5J1600003,547xCKSs28gTcxqtcSyKQE
"Sincerely, Anonymous",Ghosts of August,Ghosts of August,Catchy But Careful,Playlist,US7PJ1160013,1cXy3GqqBNbNeQSNIpX8aZ
Electric Feel,MGMT,Oracular Spectacular,Everything Green,Playlist,USSM10702131,3FtYbEfBqAlGO46NUDQSAt
The End of Heartache,Killswitch Engage,The End of Heartache (Special Edition),Sentimental Zone,Playlist,NLA320420753,2nUy0ifVE7UwtOK4rugFsP
Scream,Thousand Foot Krutch,Welcome To The Masquerade (Fan Edition),Sentimental Zone,Playlist,USTN10900522,5C1AHGUCdBvI08DDVwpMii
Rest My Chemistry,Interpol,Our Love To Admire,Sentimental Zone,Playlist,USCA20703931,2O5UcpKolgLT8l8yAvEmID
The End Is Where We Begin,Thousand Foot Krutch,The End Is Where We Begin,Everything Green,Playlist,TCABF1202212,4XevN0IZXLR9f59QrSjOXo
Look In My Eyes,Rains,Stories,Sentimental Zone,Playlist,US9WS1100251,5wzydMdyVrfReUhq91ZsHe
Moving On,Asking Alexandria,From Death To Destiny,Sentimental Zone,Playlist,USYFZ1338610,44sLQYgTQgGD5vCaijG8s2
We Own the Night,Dance Gavin Dance,Instant Gratification,Catchy But Careful,Playlist,USEK71527701,7xCcUcMcGsIYGKUVgBZUw5
Maze of Fools,Smash Into Pieces,Maze of Fools,Everything Green,Playlist,QMDA72433606,1fWUjjfJ23k1GNnQ57W8wb
We Rise,Daybreak Embrace,We Rise,Sentimental Zone,Playlist,ushm21656107,5UNP95d0n5SpD1YSd9q7Nf
Sanctuary,Daybreak Embrace,Tomorrow Awaits,Catchy But Careful,Playlist,ushm91098012,4lmAXUj8pBWV9jDFPZLCvz
